lang,url,stars,description
C,https://github.com/mit-pdos/xv6-riscv,"6,620",Xv6 for RISC-V
C,https://github.com/glfw/glfw,"12,584","A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input"
C,https://github.com/libretro/RetroArch,"9,811","Cross-platform, sophisticated frontend for the libretro API. Licensed GPLv3."
C,https://github.com/openwall/john,"9,673","John the Ripper jumbo - advanced offline password cracker, which supports hundreds of hash and cipher types, and runs on many operating systems, CPUs, GPUs, and even some FPGAs"
C,https://github.com/pbatard/rufus,"27,754",The Reliable USB Formatting Utility
C,https://github.com/ThirteenAG/WidescreenFixesPack,"2,222","Plugins to make or improve widescreen resolutions support in games, add more features and fix bugs."
C,https://github.com/Genymobile/scrcpy,"106,111",Display and control your Android device
C,https://github.com/HandBrake/HandBrake,"16,734",HandBrake's main development repository
C,https://github.com/darktable-org/darktable,"9,138",darktable is an open source photography workflow application and raw developer
C,https://github.com/espressif/esp-idf,"12,996",Espressif IoT Development Framework. Official development framework for Espressif SoCs.
C,https://github.com/libevent/libevent,"10,940",Event notification library
C,https://github.com/littlefs-project/littlefs,"4,930",A little fail-safe filesystem designed for microcontrollers
C,https://github.com/meetecho/janus-gateway,"8,023",Janus WebRTC Server
C,https://github.com/vedderb/bldc,"2,103",The VESC motor control firmware
C,https://github.com/openssh/openssh-portable,"2,975",Portable OpenSSH
C,https://github.com/kingToolbox/WindTerm,"21,796",A professional cross-platform SSH/Sftp/Shell/Telnet/Serial terminal.
C,https://github.com/DPDK/dpdk,"3,199",Data Plane Development Kit
C,https://github.com/immortalwrt/immortalwrt,"5,098",An opensource OpenWrt variant for mainland China users.
C,https://github.com/valkey-io/valkey,"14,755","A new project to resume development on the formerly open-source Redis project. We're calling it Valkey, since it's a twist on the key-value datastore."
C,https://github.com/jemalloc/jemalloc,"9,257",
C,https://github.com/Mbed-TLS/mbedtls,"5,073","An open source, portable, easy to use, readable and flexible TLS library, and reference implementation of the PSA Cryptography API. Releases are on a varying cadence, typically around 3 - 6 months between releases."
C,https://github.com/RT-Thread/rt-thread,"10,074",RT-Thread is an open source IoT real-time operating system (RTOS).
C,https://github.com/openssl/openssl,"25,020",TLS/SSL and crypto library
C,https://github.com/sandboxie-plus/Sandboxie,"13,095",Sandboxie Plus & Classic
C,https://github.com/fairyglade/ly,"5,052",display manager with console UI
C,https://github.com/curl/curl,"34,905","A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features"
C,https://github.com/cockpit-project/cockpit,"10,695",Cockpit is a web-based graphical interface for servers.
C,https://github.com/ish-app/ish,"16,581",Linux shell for iOS
C,https://github.com/CTCaer/hekate,"6,403",hekate - A GUI based Nintendo Switch Bootloader
C,https://github.com/guanzhi/GmSSL,"4,944",支持国密SM2/SM3/SM4/SM9/SSL的密码工具箱
C,https://github.com/madler/zlib,"5,467",A massively spiffy yet delicately unobtrusive compression library.
C,https://github.com/git/git,"51,144",Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.
C,https://github.com/libuv/libuv,"23,635",Cross-platform asynchronous I/O
C,https://github.com/SanderMertens/flecs,"5,981",A fast entity component system (ECS) for C & C++
C,https://github.com/ahrm/sioyek,"6,858",Sioyek is a PDF viewer with a focus on textbooks and research papers
C,https://github.com/karlstav/cava,"3,984",Cross-platform Audio Visualizer
C,https://github.com/ValdikSS/GoodbyeDPI,"10,738",GoodbyeDPI — Deep Packet Inspection circumvention utility (for Windows)
C,https://github.com/eclipse-threadx/threadx,"2,823",Eclipse ThreadX is an advanced real-time operating system (RTOS) designed specifically for deeply embedded applications.
C,https://github.com/libarchive/libarchive,"2,955",Multi-format archive and compression library
C,https://github.com/karpathy/llama2.c,"16,873",Inference Llama 2 in one file of pure C
C,https://github.com/spdk/spdk,"2,950",Storage Performance Development Kit
C,https://github.com/TheAlgorithms/C,"18,502","Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes."
C,https://github.com/systemd/systemd,"12,870",The systemd System and Service Manager
C,https://github.com/OpenMathLib/OpenBLAS,"6,180",OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD version.
C,https://github.com/pocoproject/poco,"8,074","The POCO C++ Libraries are powerful cross-platform C++ libraries for building network- and internet-based applications that run on desktop, server, mobile, IoT, and embedded systems."
C,https://github.com/strongtz/i915-sriov-dkms,806,dkms module of Linux i915 driver with SR-IOV support
C,https://github.com/FreeRDP/FreeRDP,"10,578",FreeRDP is a free remote desktop protocol library and clients
C,https://github.com/portapack-mayhem/mayhem-firmware,"3,048",Custom firmware for the HackRF+PortaPack H1/H2
C,https://github.com/jart/cosmopolitan,"17,384",build-once run-anywhere c library
C,https://github.com/NVIDIA/open-gpu-kernel-modules,"14,454",NVIDIA Linux open GPU kernel module source
C,https://github.com/wolfi-dev/os,759,Main package repository for production Wolfi images
C,https://github.com/zmap/zmap,"5,369",ZMap is a fast single packet network scanner designed for Internet-wide network surveys.
C,https://github.com/nginx/njs,877,A subset of JavaScript language to use in nginx
C,https://github.com/facebook/zstd,"22,842",Zstandard - Fast real-time compression algorithm
C,https://github.com/microsoft/msquic,"3,950","Cross-platform, C implementation of the IETF QUIC protocol, exposed to C, C++, C# and Rust."
C,https://github.com/timescale/timescaledb,"16,906",An open-source time-series SQL database optimized for fast ingest and complex queries. Packaged as a PostgreSQL extension.
C,https://github.com/bytecodealliance/wasm-micro-runtime,"4,683",WebAssembly Micro Runtime (WAMR)
C,https://github.com/audacity/audacity,"11,892",Audio Editor
C,https://github.com/firedancer-io/firedancer,797,Firedancer is Jump Crypto's Solana consensus node implementation.
C#,https://github.com/34736384/genshin-fps-unlock,"2,590",unlocks the 60 fps cap
C#,https://github.com/Mzying2001/CefFlashBrowser,"1,813",Flash浏览器 / Flash Browser
C#,https://github.com/Ryujinx/Ryujinx,"33,570",Experimental Nintendo Switch Emulator written in C#
C#,https://github.com/dotnet/maui,"21,870",".NET MAUI is the .NET Multi-platform App UI, a framework for building native device applications spanning mobile, tablet, and desktop."
C#,https://github.com/egametang/ET,"8,606",Unity3D Client And C# Server Framework
C#,https://github.com/babalae/better-genshin-impact,"3,655",📦BetterGI · 更好的原神 - 自动拾取 | 自动剧情 | 全自动钓鱼(AI) | 全自动七圣召唤 | 自动伐木 | 自动刷本 - UI Automation Testing Tools For Genshin Impact
C#,https://github.com/fullstackhero/dotnet-starter-kit,"4,433","Production Grade Cloud-Ready .NET 8 Starter Kit (Web API + Blazor Client) with Multitenancy Support, and Clean/Modular Architecture that saves roughly 200+ Development Hours! All Batteries Included."
C#,https://github.com/ic3w0lf22/Roblox-Account-Manager,494,Application that allows you to add multiple accounts into one application allowing you to easily play on alt accounts without having to change accounts
C#,https://github.com/Perfare/Il2CppDumper,"6,696",Unity il2cpp reverse engineer
C#,https://github.com/mono/SkiaSharp,"4,276","SkiaSharp is a cross-platform 2D graphics API for .NET platforms based on Google's Skia Graphics Library. It provides a comprehensive 2D API that can be used across mobile, server and desktop models to render images."
C#,https://github.com/BeyondDimension/SteamTools,"18,941",🛠「Watt Toolkit」是一个开源跨平台的多功能 Steam 工具箱。
C#,https://github.com/OrchardCMS/OrchardCore,"7,249","Orchard Core is an open-source modular and multi-tenant application framework built with ASP.NET Core, and a content management system (CMS) built on top of that framework."
C#,https://github.com/Tyrrrz/DiscordChatExporter,"7,224",Exports Discord chat logs to a file
C#,https://github.com/Azure-Samples/cognitive-services-speech-sdk,"2,710",Sample code for the Microsoft Cognitive Services Speech SDK
C#,https://github.com/1Remote/1Remote,"3,594",One Remote Access Manager to Rule Them All
C#,https://github.com/SubtitleEdit/subtitleedit,"7,623",the subtitle editor :)
C#,https://github.com/Cysharp/UniTask,"7,708",Provides an efficient allocation free async/await integration for Unity.
C#,https://github.com/Cysharp/R3,"1,773",The new future of dotnet/reactive and UniRx.
C#,https://github.com/MirrorNetworking/Mirror,"5,002",#1 Open Source Unity Networking Library
C#,https://github.com/AvaloniaUI/Avalonia,"24,684","Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology"
C#,https://github.com/gui-cs/Terminal.Gui,"9,418",Cross Platform Terminal UI toolkit for .NET
C#,https://github.com/BookerLiu/GeekDesk,"1,793","🔥小巧、美观的桌面快速启动工具 Small, beautiful desktop quickstart management tool with integrated Everything search"
C#,https://github.com/JustArchiNET/ArchiSteamFarm,"10,926",C# application with primary purpose of farming Steam cards from multiple accounts simultaneously.
C#,https://github.com/Radarr/Radarr,"9,590",Movie organizer/manager for usenet and torrent users.
C#,https://github.com/bbradson/Performance-Fish,445,Performance Mod for RimWorld
C#,https://github.com/NickeManarin/ScreenToGif,"23,155","🎬 ScreenToGif allows you to record a selected area of your screen, edit and save it as a gif or video."
C#,https://github.com/QuestPDF/QuestPDF,"11,233","QuestPDF is a modern open-source .NET library for PDF document generation. Offering comprehensive layout engine powered by concise and discoverable C# Fluent API. Easily generate PDF reports, invoices, exports, etc."
C#,https://github.com/dotnet/eShop,"4,811",A reference .NET application implementing an eCommerce site
C#,https://github.com/dotnet/AspNetCore.Docs,"12,449",Documentation for ASP.NET Core
C#,https://github.com/Cysharp/Ulid,"1,114",Fast .NET C# Implementation of ULID for .NET and Unity.
C#,https://github.com/Sonarr/Sonarr,"10,349",Smart PVR for newsgroup and bittorrent users.
C#,https://github.com/jasontaylordev/CleanArchitecture,"16,238",Clean Architecture Solution Template for ASP.NET Core
C#,https://github.com/ForzaMods/Forza-Mods-AIO,226,Free and open-source FH4 & FH5 mod tool
C#,https://github.com/quasar/Quasar,"8,393",Remote Administration Tool for Windows
C#,https://github.com/LykosAI/StabilityMatrix,"3,439",Multi-Platform Package Manager for Stable Diffusion
C#,https://github.com/BepInEx/BepInEx,"4,563",Unity / XNA game patcher and plugin framework
C#,https://github.com/Codeusa/Borderless-Gaming,"5,324",Play your favorite games in a borderless window; no more time consuming alt-tabs.
C#,https://github.com/DataDog/dd-trace-dotnet,416,.NET Client Library for Datadog APM
C#,https://github.com/git-ecosystem/git-credential-manager,"6,310","Secure, cross-platform Git credential storage with authentication to GitHub, Azure Repos, and other popular Git hosting services."
C#,https://github.com/Orbmu2k/nvidiaProfileInspector,"3,359",
C#,https://github.com/microsoft/PowerToys,"107,417",Windows system utilities to maximize productivity
C#,https://github.com/dotnet/aspire,"3,435","An opinionated, cloud ready stack for building observable, production ready, distributed applications in .NET"
C#,https://github.com/MudBlazor/MudBlazor,"7,579",Blazor Component Library based on Material design with an emphasis on ease of use. Mainly written in C# with Javascript kept to a bare minimum it empowers .NET developers to easily debug it if needed.
C#,https://github.com/Azure/azure-sdk-for-net,"5,186",This repository is for active development of the Azure SDK for .NET. For consumers of the SDK we recommend visiting our public developer docs athttps://learn.microsoft.com/dotnet/azure/or our versioned developer docs athttps://azure.github.io/azure-sdk-for-net.
C#,https://github.com/ardalis/CleanArchitecture,"15,264",Clean Architecture Solution Template: A starting point for Clean Architecture with ASP.NET Core
C#,https://github.com/openiddict/openiddict-core,"4,231",Flexible and versatile OAuth 2.0/OpenID Connect stack for .NET
C#,https://github.com/2dust/v2rayN,"64,693","A GUI client for Windows, support Xray core and v2fly core and others"
C#,https://github.com/YSGStudyHards/DotNetGuide,"5,932",🌈【C#/.NET/.NET Core学习、工作、面试指南】记录、收集和总结C#/.NET/.NET Core基础知识、学习路线、开发实战、编程技巧练习、学习视频、文章、书籍、项目框架、社区组织、开发必备工具、常见面试题、面试须知、简历模板、以及自己在学习和工作中的一些微薄见解。希望能和大家一起学习，共同进步。如果本知识库能为您提供帮助，别忘了给予支持哦(关注、点赞、分享)💖。
C#,https://github.com/files-community/Files,"33,143",Building the best file manager for Windows
C#,https://github.com/QuantConnect/Lean,"9,031","Lean Algorithmic Trading Engine by QuantConnect (Python, C#)"
C#,https://github.com/bitwarden/server,"14,839","Bitwarden infrastructure/backend (API, database, Docker, etc)."
C#,https://github.com/space-wizards/space-station-14,"2,175",A multiplayer game about paranoia and chaos on a space station. Remake of the cult-classic Space Station 13.
C#,https://github.com/kgrzybek/modular-monolith-with-ddd,"10,655",Full Modular Monolith application with Domain-Driven Design approach.
C#,https://github.com/microsoft/semantic-kernel,"20,748",Integrate cutting-edge LLM technology quickly and easily into your apps
C#,https://github.com/MessagePack-CSharp/MessagePack-CSharp,"5,460","Extremely Fast MessagePack Serializer for C#(.NET, .NET Core, Unity, Xamarin). / msgpack.org[C#]"
C#,https://github.com/TGSAN/CMWTAT_Digital_Edition,"14,623","CloudMoe Windows 10/11 Activation Toolkit get digital license, the best open source Win 10/11 activator in GitHub. GitHub 上最棒的开源 Win10/Win11 数字权利（数字许可证）激活工具！"
C#,https://github.com/wmjordan/PDFPatcher,"8,900",PDF补丁丁——PDF工具箱，可以编辑书签、剪裁旋转页面、解除限制、提取或合并文档，探查文档结构，提取图片、转成图片等等
C#,https://github.com/PowerShell/PowerShell,"44,109",PowerShell for every system!
C#,https://github.com/markjprice/cs12dotnet8,525,"Repository for the Packt Publishing book titled ""C# 12 and .NET 8 - Modern Cross-Platform Development Fundamentals"" by Mark J. Price"
C#,https://github.com/amantinband/clean-architecture,"1,387",The ultimate clean architecture template for .NET applications 💪
C#,https://github.com/microsoft/kernel-memory,"1,397","RAG architecture: index and query any data using LLM and natural language, track sources, show citations, asynchronous memory patterns."
C#,https://github.com/ShareX/ShareX,"28,624","ShareX is a free and open source program that lets you capture or record any area of your screen and share it with a single press of a key. It also allows uploading images, text or other types of files to many supported destinations you can choose from."
C#,https://github.com/AzureAD/microsoft-identity-web,667,Helps creating protected web apps and web APIs with Microsoft identity platform and Azure AD B2C
C#,https://github.com/abpframework/abp,"12,532","Open-source web application framework for ASP.NET Core! Offers an opinionated architecture to build enterprise software solutions with best practices on top of the .NET. Provides the fundamental infrastructure, cross-cutting-concern implementations, startup templates, application modules, UI themes, tooling and documentation."
C#,https://github.com/dotnet/runtime,"14,635",".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps."
C#,https://github.com/pizzaboxer/bloxstrap,"1,465",An alternative bootstrapper for Roblox with a bunch of extra features.
C#,https://github.com/Tyrrrz/YoutubeDownloader,"7,433",Downloads videos and playlists from YouTube
C#,https://github.com/jynew/jynew,"7,823",JinYongLegend-like RPG Game Framework with full Modding support and 10+ hours playable samples of game.
C#,https://github.com/huiyadanli/RevokeMsgPatcher,"27,679",A hex editor for WeChat/QQ/TIM - PC版微信/QQ/TIM防撤回补丁（我已经看到了，撤回也没用了）
C#,https://github.com/microsoft/WinAppDriver,"3,590",Windows Application Driver
C#,https://github.com/srwi/EverythingToolbar,"9,104",Everything integration for the Windows taskbar.
C#,https://github.com/marticliment/UniGetUI,"10,588",UniGetUI: The Graphical Interface for your package managers. Could be terribly described as a package manager manager to manage your package managers
C#,https://github.com/BornToBeRoot/NETworkManager,"6,135",A powerful tool for managing networks and troubleshoot network problems!
C#,https://github.com/shimat/opencvsharp,"5,253",OpenCV wrapper for .NET
C#,https://github.com/MonoGame/MonoGame,"11,129",One framework for creating powerful cross-platform games.
C#,https://github.com/dotnet/efcore,"13,517","EF Core is a modern object-database mapper for .NET. It supports LINQ queries, change tracking, updates, and schema migrations."
C#,https://github.com/open-telemetry/opentelemetry-dotnet,"3,104",The OpenTelemetry .NET Client
C#,https://github.com/mRemoteNG/mRemoteNG,"8,645","mRemoteNG is the next generation of mRemote, open source, tabbed, multi-protocol, remote connections manager."
C#,https://github.com/microsoft/kiota,"2,477",OpenAPI based HTTP Client code generator
C#,https://github.com/microsoft/sbom-tool,"1,519",The SBOM tool is a highly scalable and enterprise ready tool to create SPDX 2.2 compatible SBOMs for any variety of artifacts.
C#,https://github.com/microsoft/PowerApps-Samples,"1,444","Sample code for Power Apps, including Dataverse, model-driven apps, canvas apps, Power Apps component framework, portals, and AI Builder."
C#,https://github.com/tModLoader/tModLoader,"4,005",A mod to make and play Terraria mods. Supports Terraria 1.4 (and earlier) installations
C#,https://github.com/CommunityToolkit/Maui,"2,154","The .NET MAUI Community Toolkit is a community-created library that contains .NET MAUI Extensions, Advanced UI/UX Controls, and Behaviors to help make your life as a .NET MAUI developer easier"
C#,https://github.com/mini-software/MiniExcel,"2,564","Fast, Low-Memory, Easy Excel .NET helper to import/export/template spreadsheet (support Linux, Mac)"
C#,https://github.com/dockersamples/example-voting-app,"4,519","Example distributed app composed of multiple containers for Docker, Compose, Swarm, and Kubernetes"
C#,https://github.com/Nexus-Mods/NexusMods.App,742,Home of the development of the Nexus Mods App
C#,https://github.com/dotnet/roslyn,"18,742",The Roslyn .NET compiler provides C# and Visual Basic languages with rich code analysis APIs.
C#,https://github.com/mbdavid/LiteDB,"8,408",LiteDB - A .NET NoSQL Document Store in a single data file
C#,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit,"14,904","Google's Material Design in XAML & WPF, for C# & VB.Net."
C#,https://github.com/ppy/osu,"14,714",rhythm is just a *click* away!
C#,https://github.com/mob-sakai/ParticleEffectForUGUI,"4,088","Render particle effect in UnityUI(uGUI). Maskable, sortable, and no extra Camera/RenderTexture/Canvas."
C#,https://github.com/xivdev/Penumbra,613,"FINAL FANTASY XIV modding, but actually good this time"
C#,https://github.com/radzenhq/radzen-blazor,"3,344","Radzen Blazor is a set of 70+ free native Blazor UI components packed with DataGrid, Scheduler, Charts and robust theming including Material design and FluentUI."
C#,https://github.com/rnwood/smtp4dev,"2,951",smtp4dev - the fake smtp email server for development and testing
C#,https://github.com/umbraco/Umbraco-CMS,"4,370",Umbraco is a free and open source .NET content management system helping you deliver delightful digital experiences.
C#,https://github.com/ChilliCream/graphql-platform,"5,095","Welcome to the home of the Hot Chocolate GraphQL server for .NET, the Strawberry Shake GraphQL client for .NET and Banana Cake Pop the awesome Monaco based GraphQL IDE."
C#,https://github.com/dotnet/docfx,"3,949",Static site generator for .NET API documentation.
C#,https://github.com/homuler/MediaPipeUnityPlugin,"1,721",Unity plugin to run MediaPipe
C#,https://github.com/microsoft/teams-ai,359,SDK focused on building AI based applications and extensions for Microsoft Teams and other Bot Framework channels
C#,https://github.com/icsharpcode/ILSpy,"20,862",".NET Decompiler with support for PDB generation, ReadyToRun, Metadata (&more) - cross-platform!"
C#,https://github.com/dotnet/aspnetcore,"34,890","ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux."
C#,https://github.com/OpenRA/OpenRA,"14,401","Open Source real-time strategy game engine for early Westwood games such as Command & Conquer: Red Alert written in C# using SDL and OpenGL. Runs on Windows, Linux, *BSD and Mac OS X."
C#,https://github.com/microsoft/garnet,"9,813","Garnet is a remote cache-store from Microsoft Research that offers strong performance (throughput and latency), scalability, storage, recovery, cluster sharding, key migration, and replication features. Garnet can work with existing Redis clients."
C#,https://github.com/shaked6540/YoutubePlaylistDownloader,"1,288","A tool to download whole playlists, channels or single videos from youtube and also optionally convert them to almost any format you would like"
