lang,period,url,stars,description
all,daily,https://github.com/modelscope/DiffSynth-Studio,"4,064",Enjoy the magic of Diffusion models!
all,daily,https://github.com/niedev/RTranslator,"4,359",Open source real-time translation app for Android that runs locally
all,daily,https://github.com/ente-io/ente,"10,823","Fully open source, End to End Encrypted alternative to Google Photos and Apple Photos"
all,daily,https://github.com/EbookFoundation/free-programming-books,"325,110",📚 Freely available programming books
all,daily,https://github.com/cloudcommunity/Free-Certifications,"23,738",A curated list of free courses & certifications.
all,daily,https://github.com/jart/cosmopolitan,"17,004",build-once run-anywhere c library
all,daily,https://github.com/mehdihadeli/awesome-software-architecture,"5,751","🚀 A curated list of awesome articles, videos, and other resources to learn and practice software architecture, patterns, and principles."
all,daily,https://github.com/infiniflow/ragflow,"10,271",RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
all,daily,https://github.com/intuitem/ciso-assistant-community,816,"CISO Assistant is a one-stop-shop for GRC, covering Risk, AppSec and Audit Management and supporting +46 frameworks worldwide: NIST CSF, ISO 27001, SOC2, CIS, PCI DSS, NIS2, CMMC, PSPF, GDPR, HIPAA, Essential Eight, NYDFS-500, DORA, NIST AI RMF, 800-53, 800-171, CyFun, CJIS, AirCyber and so much more"
all,daily,https://github.com/folke/lazy.nvim,"12,851",💤 A modern plugin manager for Neovim
all,daily,https://github.com/Doriandarko/maestro,"3,137",A framework for Claude Opus to intelligently orchestrate subagents.
all,daily,https://github.com/codecrafters-io/build-your-own-x,"279,344",Master programming by recreating your favorite technologies from scratch.
all,weekly,https://github.com/danny-avila/LibreChat,"14,911","Enhanced ChatGPT Clone: Features OpenAI, Assistants API, Azure, Groq, GPT-4 Vision, Mistral, Bing, Anthropic, OpenRouter, Vertex AI, Gemini, AI model switching, message search, langchain, DALL-E-3, ChatGPT Plugins, OpenAI Functions, Secure Multi-User System, Presets, completely open-source for self-hosting. More features in development"
all,weekly,https://github.com/Anduin2017/HowToCook,"62,856",程序员在家做饭方法指南。Programmer's guide about how to cook at home (Simplified Chinese only).
all,weekly,https://github.com/hpcaitech/Open-Sora,"19,627",Open-Sora: Democratizing Efficient Video Production for All
all,weekly,https://github.com/tencentmusic/supersonic,"1,358",SuperSonic is the next-generation BI platform that integrates Chat BI (powered by LLM) and Headless BI (powered by semantic layer) paradigms.
all,weekly,https://github.com/omnivore-app/omnivore,"11,074","Omnivore is a complete, open source read-it-later solution for people who like reading."
all,weekly,https://github.com/sxyazi/yazi,"11,023","💥 Blazing fast terminal file manager written in Rust, based on async I/O."
all,weekly,https://github.com/fchollet/ARC-AGI,"2,880",The Abstraction and Reasoning Corpus
all,weekly,https://github.com/projectdiscovery/katana,"9,901",A next-generation crawling and spidering framework.
all,weekly,https://github.com/bigskysoftware/htmx,"34,942",</> htmx - high power tools for HTML
all,weekly,https://github.com/Lissy93/web-check,"20,440",🕵️‍♂️ All-in-one OSINT tool for analysing any website
all,weekly,https://github.com/LLaVA-VL/LLaVA-NeXT,926,
all,weekly,https://github.com/TeamNewPipe/NewPipe,"29,359",A libre lightweight streaming front-end for Android.
all,weekly,https://github.com/swisskyrepo/PayloadsAllTheThings,"57,980",A list of useful payloads and bypass for Web Application Security and Pentest/CTF
all,weekly,https://github.com/OpenCTI-Platform/opencti,"5,069",Open Cyber Threat Intelligence Platform
all,monthly,https://github.com/danielmiessler/fabric,"17,572",fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.
all,monthly,https://github.com/coollabsio/coolify,"25,691",An open-source & self-hostable Heroku / Netlify / Vercel alternative.
all,monthly,https://github.com/duckdb/duckdb,"20,287",DuckDB is an analytical in-process SQL database management system
all,monthly,https://github.com/comfyanonymous/ComfyUI,"40,300","The most powerful and modular stable diffusion GUI, api and backend with a graph/nodes interface."
all,monthly,https://github.com/VikParuchuri/marker,"13,466",Convert PDF to markdown quickly with high accuracy
all,monthly,https://github.com/xenova/transformers.js,"9,752","State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!"
all,monthly,https://github.com/LazyVim/LazyVim,"15,176",Neovim config for the lazy
all,monthly,https://github.com/OpenBMB/MiniCPM-V,"7,635",MiniCPM-Llama3-V 2.5: A GPT-4V Level Multimodal LLM on Your Phone
all,monthly,https://github.com/JanDeDobbeleer/oh-my-posh,"15,647",The most customisable and low-latency cross platform/shell prompt renderer
all,monthly,https://github.com/Stability-AI/StableSwarmUI,"3,982","StableSwarmUI, A Modular Stable Diffusion Web-User-Interface, with an emphasis on making powertools easily accessible, high performance, and extensibility."
all,monthly,https://github.com/k2-fsa/sherpa-onnx,"2,142","Speech-to-text, text-to-speech, and speaker recognition using next-gen Kaldi with onnxruntime without Internet connection. Support embedded systems, Android, iOS, Raspberry Pi, RISC-V, x86_64 servers, websocket server/client, C/C++, Python, Kotlin, C#, Go, NodeJS, Java, Swift, Dart, JavaScript, Flutter"
all,monthly,https://github.com/vanna-ai/vanna,"8,864",🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.
python,daily,https://github.com/ethereum/EIPs,"12,701",The Ethereum Improvement Proposal repository
python,daily,https://github.com/donnemartin/system-design-primer,"262,327",Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.
python,daily,https://github.com/localstack/localstack,"52,859",💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline
python,daily,https://github.com/meta-llama/llama3,"22,543",The official Meta Llama 3 GitHub site
python,daily,https://github.com/odoo/odoo,"35,900",Odoo. Open Source Apps To Grow Your Business.
python,daily,https://github.com/getsentry/sentry,"37,446",Developer-first error tracking and performance monitoring
python,daily,https://github.com/Asabeneh/30-Days-Of-Python,"33,405","30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days, follow your own pace. These videos may help too:https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw"
python,daily,https://github.com/searxng/searxng,"10,448",SearXNG is a free internet metasearch engine which aggregates results from various search services and databases. Users are neither tracked nor profiled.
python,daily,https://github.com/CollegesChat/university-information,"2,248",收集全国各高校招生时不会写明，却会实实在在影响大学生活质量的要求与细节
python,daily,https://github.com/frappe/hrms,957,Open Source HR and Payroll Software
python,weekly,https://github.com/labmlai/annotated_deep_learning_paper_implementations,"50,881","🧑‍🏫 60 Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠"
python,weekly,https://github.com/tiangolo/fastapi,"72,959","FastAPI framework, high performance, easy to learn, fast to code, ready for production"
python,weekly,https://github.com/reflex-dev/reflex,"17,845",🕸️ Web apps in pure Python 🐍
python,weekly,https://github.com/KurtBestor/Hitomi-Downloader,"20,801","🍰 Desktop utility to download images/videos/music/text from various websites, and more."
python,weekly,https://github.com/1Panel-dev/MaxKB,"7,702",🚀 基于 LLM 大语言模型的知识库问答系统。开箱即用，支持快速嵌入到第三方业务系统，1Panel 官方出品。
python,weekly,https://github.com/microsoft/UFO,"6,108",A UI-Focused Agent for Windows OS Interaction.
python,monthly,https://github.com/roboflow/supervision,"17,018",We write your reusable computer vision tools. 💜
python,monthly,https://github.com/pdm-project/pdm,"7,420",A modern Python package and dependency manager supporting the latest PEP standards
python,monthly,https://github.com/Stability-AI/stable-audio-tools,"2,209",Generative models for conditional audio generation
python,monthly,https://github.com/jackfrued/Python-100-Days,"152,074",Python - 100天从新手到大师
python,monthly,https://github.com/isaac-sim/IsaacLab,"1,468",Unified framework for robot learning built on NVIDIA Isaac Sim
python,monthly,https://github.com/LiheYoung/Depth-Anything,"6,306",[CVPR 2024] Depth Anything: Unleashing the Power of Large-Scale Unlabeled Data. Foundation Model for Monocular Depth Estimation
python,monthly,https://github.com/jianchang512/pyvideotrans,"7,529",Translate the video from one language to another and add dubbing. 将视频从一种语言翻译为另一种语言，并添加配音
python,monthly,https://github.com/StevenBlack/hosts,"26,058","🔒 Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn, social media, and other categories."
C,daily,https://github.com/openssl/openssl,"24,818",TLS/SSL and crypto library
C,daily,https://github.com/pygame/pygame,"7,113","🐍🎮 pygame (the library) is a Free and Open Source python programming language library for making multimedia applications like games built on top of the excellent SDL library. C, Python, Native, OpenGL."
C,daily,https://github.com/lizongying/my-tv,"28,395",我的电视 电视直播软件，安装即可使用
C,daily,https://github.com/signalwire/freeswitch,"3,299","FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a versatile software implementation that runs on any commodity hardware. From a Raspberry PI to a multi-core server, FreeSWITCH can unlock the telecommunications potential of any device."
C,daily,https://github.com/wazuh/wazuh,"9,589",Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.
C,daily,https://github.com/citusdata/citus,"10,064",Distributed PostgreSQL as an extension
C,daily,https://github.com/karpathy/llama2.c,"16,689",Inference Llama 2 in one file of pure C
C,daily,https://github.com/microsoft/Windows-driver-samples,"6,743",This repo contains driver samples prepared for use with Microsoft Visual Studio and the Windows Driver Kit (WDK). It contains both Universal Windows Driver and desktop-only driver samples.
C,daily,https://github.com/FreeRDP/FreeRDP,"10,488",FreeRDP is a free remote desktop protocol library and clients
C,daily,https://github.com/jqlang/jq,"29,490",Command-line JSON processor
C,daily,https://github.com/ttttupup/wxhelper,"1,887",Hook WeChat / 微信逆向
C,daily,https://github.com/coturn/coturn,"10,783",coturn TURN server project
C,daily,https://github.com/open-mpi/ompi,"2,067",Open MPI main development repository
C,daily,https://github.com/meetecho/janus-gateway,"7,979",Janus WebRTC Server
