url,stars,description
https://github.com/atcoder/ac-library,"1,747",AtCoder Library
https://github.com/hyprwm/Hyprland,"17,899",Hyprland is a highly customizable dynamic tiling Wayland compositor that doesn't sacrifice on its looks.
https://github.com/Alexays/Waybar,"5,816",Highly customizable Wayland bar for Sway and Wlroots based compositors. ✌️ 🎉
https://github.com/Aircoookie/WLED,"14,193",Control WS2812B and many more types of digital RGB LEDs with an ESP8266 or ESP32 over WiFi!
https://github.com/ml-explore/mlx,"15,619",MLX: An array framework for Apple silicon
https://github.com/ValveSoftware/Proton,"23,312",Compatibility tool for Steam Play based on Wine and additional components
https://github.com/RPCS3/rpcs3,"14,655",PS3 emulator/debugger
https://github.com/espressif/arduino-esp32,"12,947",Arduino core for the ESP32
https://github.com/multitheftauto/mtasa-blue,"1,306",Multi Theft Auto is a game engine that incorporates an extendable network play element into a proprietary commercial single-player game.
https://github.com/open-telemetry/opentelemetry-cpp,804,The OpenTelemetry C++ Client
https://github.com/diasurgical/devilutionX,"7,663",Diablo build for modern operating systems
https://github.com/rui314/mold,"13,654",Mold: A Modern Linker 🦠
https://github.com/meshtastic/firmware,"2,970",Meshtastic device firmware
https://github.com/stenzek/duckstation,"6,433",Fast PlayStation 1 emulator for x86-64/AArch32/AArch64/RV64
https://github.com/godotengine/godot,"86,197",Godot Engine – Multi-platform 2D and 3D game engine
https://github.com/TheCherno/Hazel,"11,410",Hazel Engine
https://github.com/niedev/RTranslator,"4,792",Open source real-time translation app for Android that runs locally
https://github.com/BlackINT3/OpenArk,"8,132",The Next Generation of Anti-Rookit(ARK) tool for Windows.
https://github.com/nlohmann/json,"41,221",JSON for Modern C++
https://github.com/azerothcore/azerothcore-wotlk,"6,115",Complete Open Source and Modular solution for MMO
https://github.com/harfbuzz/harfbuzz,"3,800",HarfBuzz text shaping engine
https://github.com/electron/electron,"112,664","Build cross-platform desktop apps with JavaScript, HTML, and CSS"
https://github.com/facebook/react-native,"116,875",A framework for building native applications using React
https://github.com/YimMenu/YimMenu,"1,198","YimMenu, a GTA V menu protecting against a wide ranges of the public crashes and improving the overall experience."
https://github.com/microsoft/winget-cli,"22,532","WinGet is the Windows Package Manager. This project includes a CLI (Command Line Interface), PowerShell modules, and a COM (Component Object Model) API (Application Programming Interface)."
https://github.com/strato-emu/strato,"1,976",Run Nintendo Switch homebrew & games on your Android device!
https://github.com/PX4/PX4-Autopilot,"7,833",PX4 Autopilot Software
https://github.com/assimp/assimp,"10,475",The official Open-Asset-Importer-Library Repository. Loads 40+ 3D-file-formats into one unified and clean data structure.
https://github.com/google/leveldb,"35,552",LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.
https://github.com/facebook/yoga,"17,052",Yoga is an embeddable layout engine targeting web standards.
https://github.com/taskflow/taskflow,"9,729",A General-purpose Task-parallel Programming System using Modern C++
https://github.com/microsoft/terminal,"94,150","The new Windows Terminal and the original Windows console host, all in the same place!"
https://github.com/duckdb/duckdb,"20,418",DuckDB is an analytical in-process SQL database management system
https://github.com/k2-fsa/sherpa-onnx,"2,218","Speech-to-text, text-to-speech, and speaker recognition using next-gen Kaldi with onnxruntime without Internet connection. Support embedded systems, Android, iOS, Raspberry Pi, RISC-V, x86_64 servers, websocket server/client, C/C++, Python, Kotlin, C#, Go, NodeJS, Java, Swift, Dart, JavaScript, Flutter"
https://github.com/swiftlang/swift,"66,664",The Swift Programming Language
https://github.com/LizardByte/Sunshine,"15,138",Self-hosted game stream host for Moonlight.
https://github.com/drogonframework/drogon,"11,042",Drogon: A C++14/17/20 based HTTP web application framework running on Linux/macOS/Unix/Windows
https://github.com/ton-blockchain/ton,"2,588",Main TON monorepo
https://github.com/prusa3d/PrusaSlicer,"7,492","G-code generator for 3D printers (RepRap, Makerbot, Ultimaker etc.)"
https://github.com/SoftFever/OrcaSlicer,"5,902","G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)"
https://github.com/NVIDIA/TensorRT,"10,129",NVIDIA® TensorRT™ is an SDK for high-performance deep learning inference on NVIDIA GPUs. This repository contains the open source components of TensorRT.
https://github.com/rapidsai/cudf,"7,986",cuDF - GPU DataFrame Library
https://github.com/chiteroman/PlayIntegrityFix,"3,897",Fix Play Integrity (and SafetyNet) verdicts.
https://github.com/zeek/zeek,"6,188",Zeek is a powerful network analysis framework that is much different from the typical IDS you may know.
https://github.com/FreeCAD/FreeCAD,"18,202","This is the official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler."
https://github.com/tesseract-ocr/tesseract,"59,405",Tesseract Open Source OCR Engine (main repository)
https://github.com/microsoft/onnxruntime,"13,412","ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator"
https://github.com/PixarAnimationStudios/OpenUSD,"5,550",Universal Scene Description
https://github.com/geode-sdk/geode,637,The ultimate Geometry Dash modding framework
https://github.com/openvinotoolkit/openvino,"6,294",OpenVINO™ is an open-source toolkit for optimizing and deploying AI inference
https://github.com/sqlitebrowser/sqlitebrowser,"20,249","Official home of the DB Browser for SQLite (DB4S) project. Previously known as ""SQLite Database Browser"" and ""Database Browser for SQLite"". Website at:"
https://github.com/WerWolv/ImHex,"36,601","🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM."
https://github.com/idaholab/moose,"1,649",Multiphysics Object Oriented Simulation Environment
https://github.com/facebook/folly,"27,483",An open-source C++ library developed and used at Facebook.
https://github.com/ExpressLRS/ExpressLRS,"3,378",STM32/ESP32/ESP8285-based High-Performance Radio Link for RC applications
https://github.com/OSGeo/gdal,"4,629",GDAL is an open source MIT licensed translator library for raster and vector geospatial data formats.
https://github.com/PrismLauncher/PrismLauncher,"5,208",A custom launcher for Minecraft that allows you to easily manage multiple installations of Minecraft at once (Fork of MultiMC)
https://github.com/starship/starship,"42,135","☄🌌️ The minimal, blazing-fast, and infinitely customizable prompt for any shell!"
https://github.com/ruffle-rs/ruffle,"14,823",A Flash Player emulator written in Rust
https://github.com/lapce/lapce,"33,572",Lightning-fast and Powerful Code Editor written in Rust
https://github.com/pgcentralfoundation/pgrx,"3,389",Build Postgres Extensions with Rust!
https://github.com/leptos-rs/leptos,"15,218",Build fast web applications with Rust.
https://github.com/tracel-ai/burn,"7,673","Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute efficiency and portability as its primary goals."
https://github.com/launchbadge/sqlx,"12,335","🧰 The Rust SQL Toolkit. An async, pure Rust SQL crate featuring compile-time checked queries without a DSL. Supports PostgreSQL, MySQL, and SQLite."
https://github.com/tokio-rs/axum,"17,204","Ergonomic and modular web framework built with Tokio, Tower, and Hyper"
https://github.com/YaLTeR/niri,"2,613",A scrollable-tiling Wayland compositor.
https://github.com/emilk/egui,"20,627",egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native
https://github.com/FuelLabs/sway,"62,980",🌴 Empowering everyone to build reliable and efficient smart contracts.
https://github.com/containers/youki,"5,965",A container runtime written in Rust
https://github.com/FuelLabs/fuel-core,"58,315",Rust full node implementation of the Fuel v2 protocol.
https://github.com/helix-editor/helix,"31,089",A post-modern modal text editor.
https://github.com/dtolnay/cxx,"5,659",Safe interop between Rust and C++
https://github.com/iced-rs/iced,"23,301","A cross-platform GUI library for Rust, inspired by Elm"
https://github.com/sunface/rust-by-practice,"11,620","Learning Rust By Practice, narrowing the gap between beginner and skilled-dev through challenging examples, exercises and projects."
https://github.com/ankitects/anki,"17,710","Anki's shared backend and web components, and the Qt frontend"
https://github.com/uutils/coreutils,"17,217",Cross-platform Rust rewrite of the GNU coreutils
https://github.com/ratatui-org/ratatui,"8,743",Rust library that's all about cooking up terminal user interfaces (TUIs) 👨‍🍳🐀
https://github.com/rolldown/rolldown,"7,165",Fast Rust bundler for JavaScript with Rollup-compatible API.
https://github.com/ClayAmore/ER-Save-Editor,117,Elden Ring Save Editor. Compatible with PC and Playstation saves.
https://github.com/LGUG2Z/komorebi,"7,721",A tiling window manager for Windows 🍉
https://github.com/rustls/rustls,"5,697",A modern TLS library in Rust
https://github.com/huggingface/text-embeddings-inference,"2,236",A blazing fast inference solution for text embeddings models
https://github.com/GyulyVGC/sniffnet,"14,350",Comfortably monitor your Internet traffic 🕵️‍♂️
https://github.com/rust-windowing/winit,"4,547",Window handling library in pure Rust
https://github.com/astral-sh/uv,"13,339","An extremely fast Python package installer and resolver, written in Rust."
https://github.com/chroma-core/chroma,"13,379",the AI-native open-source embedding database
https://github.com/meilisearch/meilisearch,"44,873","A lightning-fast search API that fits effortlessly into your apps, websites, and workflow"
https://github.com/sxyazi/yazi,"11,317","💥 Blazing fast terminal file manager written in Rust, based on async I/O."
https://github.com/tw93/Pake,"24,623",🤱🏻 Turn any webpage into a desktop app with Rust. 🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
https://github.com/EricLBuehler/mistral.rs,"2,801",Blazingly fast LLM inference.
https://github.com/rustdesk/rustdesk,"67,762","An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer."
https://github.com/astral-sh/ruff,"28,512","An extremely fast Python linter and code formatter, written in Rust."
https://github.com/AleoNet/snarkOS,"4,005",A Decentralized Operating System for ZK Applications
https://github.com/zed-industries/zed,"39,156","Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter."
https://github.com/alacritty/alacritty,"54,436","A cross-platform, OpenGL terminal emulator."
https://github.com/TheAlgorithms/Rust,"21,488",All Algorithms implemented in Rust
https://github.com/pola-rs/polars,"27,536","Dataframes powered by a multithreaded, vectorized query engine, written in Rust"
https://github.com/swc-project/swc,"30,411",Rust-based platform for the Web
https://github.com/bevyengine/bevy,"33,423",A refreshingly simple data-driven game engine built in Rust
https://github.com/rapiz1/rathole,"8,801","A lightweight and high-performance reverse proxy for NAT traversal, written in Rust. An alternative to frp and ngrok."
https://github.com/rust-lang/rust,"94,674",Empowering everyone to build reliable and efficient software.
https://github.com/paritytech/polkadot-sdk,"1,618",The Parity Polkadot Blockchain SDK
https://github.com/cube-js/cube,"17,472",📊 Cube — The Semantic Layer for Building Data Applications
https://github.com/erebe/wstunnel,"3,673",Tunnel all your traffic over Websocket or HTTP2 - Bypass firewalls/DPI - Static binary available
https://github.com/Byron/gitoxide,"8,393","An idiomatic, lean, fast & safe pure Rust implementation of Git"
https://github.com/quickwit-oss/quickwit,"6,966","Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo."
https://github.com/web-infra-dev/rspack,"7,767",The fast Rust-based web bundler with webpack-compatible API 🦀️
https://github.com/paradigmxyz/reth,"3,484","Modular, contributor-friendly and blazing-fast implementation of the Ethereum protocol, in Rust"
https://github.com/ReVanced/revanced-manager,"16,478",💊 Application to use ReVanced on Android
https://github.com/lollipopkit/flutter_server_box,"3,659",ServerBox - server status & toolbox app using Flutter
https://github.com/niuhuan/jasmine,"3,251",A comic browser，support Android / iOS / MacOS / Windows / Linux.
https://github.com/jiangtian616/JHenTai,"2,485",A cross-platform manga app made for e-hentai & exhentai by Flutter
https://github.com/rive-app/rive-flutter,"1,157",Flutter runtime for Rive
https://github.com/project-violet/violet,387,Flutter based Viewer App
https://github.com/serverpod/serverpod,"2,365","Serverpod is a next-generation app and web server, explicitly built for the Flutter and Dart ecosystem."
https://github.com/JideGuru/FlutterEbookApp,"2,872",A simple Flutter app to Read and Download eBooks.
https://github.com/Solido/awesome-flutter,"52,066","An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more."
https://github.com/fzyzcjy/flutter_rust_bridge,"3,727","Flutter/Dart <-> Rust binding generator, feature-rich, but seamless and simple."
https://github.com/flutter/flutter,"163,038",Flutter makes it easy and fast to build beautiful apps for mobile and beyond
https://github.com/guozhigq/pilipala,"4,854",PiliPala 是使用Flutter开发的BiliBili第三方客户端，感谢使用。
https://github.com/shorebirdtech/shorebird,"2,066",Code Push for Flutter and other tools for Flutter businesses.
https://github.com/anandnet/Harmony-Music,560,A cross platform App for streaming Music
https://github.com/krille-chan/fluffychat,889,The cutest instant messenger in the [matrix]
https://github.com/GopeedLab/gopeed,"14,676",A modern download manager that supports all platforms. Built with Golang and Flutter.
https://github.com/flutter/packages,"4,120",A collection of useful packages maintained by the Flutter team
https://github.com/dart-lang/sdk,"9,933","The Dart SDK, including the VM, dart2js, core libraries, and more."
https://github.com/pichillilorenzo/flutter_inappwebview,"3,064","A Flutter plugin that allows you to add an inline webview, to use a headless webview, and to open an in-app browser window."
https://github.com/MaikuB/flutter_local_notifications,"2,409","A Flutter plugin for displaying local notifications on Android, iOS, macOS and Linux"
https://github.com/ImranR98/Obtainium,"5,805",Get Android app updates straight from the source.
https://github.com/singerdmx/flutter-quill,"2,425",Rich text editor for Flutter
https://github.com/ente-io/ente,"11,142","Fully open source, End to End Encrypted alternative to Google Photos and Apple Photos"
https://github.com/hiddify/hiddify-next,"12,562","Multi-platform auto-proxy client, supporting Sing-box, X-ray, TUIC, Hysteria, Reality, Trojan, SSH etc. It’s an open-source, secure and ad-free."
https://github.com/KRTirtho/spotube,"26,331",🎧 Open source Spotify client that doesn't require Premium nor uses Electron! Available for both desktop & mobile!
https://github.com/xiaoyaocz/dart_simple_live,"5,055",简简单单的看直播
https://github.com/localsend/localsend,"37,669",An open-source cross-platform alternative to AirDrop
https://github.com/wanghongenpin/network_proxy_flutter,"5,576","Open source free capture HTTP(S) traffic software ProxyPin, supporting full platform systems"
https://github.com/flyerhq/flutter_chat_ui,"1,502","Actively maintained, community-driven chat UI implementation with an optional Firebase BaaS."
https://github.com/miru-project/miru-app,"3,234","🎉 A versatile application that is free, open-source, and supports extension sources for videos, comics, and novels, available on Android, Windows, and Web platforms."
https://github.com/academind/flutter-complete-guide-course-resources,"1,670",Course resources (code snapshots & slides) for our complete Flutter & Dart course (https://acad.link/flutter).
https://github.com/h4h13/Paisa,"1,445",Expense manager for Android with Material Design
https://github.com/abuanwar072/E-commerce-Complete-Flutter-UI,"3,835",
https://github.com/lichess-org/mobile,"1,097",Lichess mobile app v2
https://github.com/AppFlowy-IO/AppFlowy,"50,208","Bring projects, wikis, and teams together with AI. AppFlowy is an AI collaborative workspace where you achieve more without losing control of your data. The best open source alternative to Notion."
https://github.com/gokadzev/Musify,"1,741",Unlock the full potential of music: Stream effortlessly with one app!
https://github.com/flutter-stripe/flutter_stripe,911,Flutter SDK for Stripe.
https://github.com/xiaoyaocz/flutter_dmzj,"1,893",动漫之家第三方Flutter客户端
https://github.com/rrousselGit/riverpod,"5,943",A reactive caching and data-binding framework. Riverpod makes working with asynchronous code a breeze.
https://github.com/kodjodevf/mangayomi,"1,177","Free and open source application for reading manga and watching anime available on Android, iOS, macOS, Linux and Windows"
https://github.com/syncfusion/flutter-widgets,"1,473","Syncfusion Flutter widgets libraries include high quality UI widgets and file-format packages to help you create rich, high-quality applications for iOS, Android, and web from a single code base."
https://github.com/material-foundation/material-color-utilities,"1,567",Color libraries for Material You
https://github.com/imaNNeo/fl_chart,"6,573","FL Chart is a highly customizable Flutter chart library that supports Line Chart, Bar Chart, Pie Chart, Scatter Chart, and Radar Chart."
https://github.com/TheLastGimbus/GooglePhotosTakeoutHelper,"3,449",Script that organizes the Google Takeout archive into one big chronological folder
https://github.com/media-kit/media-kit,965,A cross-platform video player & audio player for Flutter & Dart.
https://github.com/goatcorp/Dalamud,"1,007",FFXIV plugin framework and API
https://github.com/ppy/osu,"14,641",rhythm is just a *click* away!
https://github.com/Jackett/Jackett,"11,604",API Support for your favorite torrent trackers
https://github.com/LavaGang/MelonLoader,"2,219",The World's First Universal Mod Loader for Unity Games compatible with both Il2Cpp and Mono
https://github.com/Ryujinx/Ryujinx,"33,309",Experimental Nintendo Switch Emulator written in C#
https://github.com/SteamRE/DepotDownloader,"1,778",Steam depot downloader utilizing the SteamKit2 library.
https://github.com/dotnet/roslyn,"18,690",The Roslyn .NET compiler provides C# and Visual Basic languages with rich code analysis APIs.
https://github.com/MessagePack-CSharp/MessagePack-CSharp,"5,421","Extremely Fast MessagePack Serializer for C#(.NET, .NET Core, Unity, Xamarin). / msgpack.org[C#]"
https://github.com/BepInEx/BepInEx,"4,503",Unity / XNA game patcher and plugin framework
https://github.com/Nexus-Mods/NexusMods.App,605,Home of the development of the Nexus Mods App
https://github.com/microsoft/PowerToys,"106,834",Windows system utilities to maximize productivity
https://github.com/sn4k3/UVtools,"1,130","MSLA/DLP, file analysis, calibration, repair, conversion and manipulation"
https://github.com/roflmuffin/CounterStrikeSharp,698,CounterStrikeSharp allows you to write server plugins in C# for Counter-Strike 2/Source2/CS2
https://github.com/gui-cs/Terminal.Gui,"9,310",Cross Platform Terminal UI toolkit for .NET
https://github.com/SamboyCoding/Cpp2IL,"1,546",Work-in-progress tool to reverse unity's IL2CPP toolchain.
https://github.com/goatcorp/FFXIVQuickLauncher,"2,660",Custom launcher for FFXIV
https://github.com/dotnet/runtime,"14,521",".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps."
https://github.com/Cysharp/UniTask,"7,596",Provides an efficient allocation free async/await integration for Unity.
https://github.com/QuantConnect/Lean,"8,920","Lean Algorithmic Trading Engine by QuantConnect (Python, C#)"
https://github.com/ScottPlot/ScottPlot,"4,844",Interactive plotting library for .NET
https://github.com/QuestPDF/QuestPDF,"11,093","QuestPDF is a modern open-source .NET library for PDF document generation. Offering comprehensive layout engine powered by concise and discoverable C# Fluent API. Easily generate PDF reports, invoices, exports, etc."
https://github.com/jellyfin/jellyfin,"31,644",The Free Software Media System
https://github.com/soulsmods/DSMapStudio,403,"A standalone map/level editor for Demon's Souls, Dark Souls 1/2/3, Bloodborne, Sekiro, and Elden Ring."
https://github.com/OpenRA/OpenRA,"14,340","Open Source real-time strategy game engine for early Westwood games such as Command & Conquer: Red Alert written in C# using SDL and OpenGL. Runs on Windows, Linux, *BSD and Mac OS X."
https://github.com/Babyhamsta/Aimmy,724,Universal Second Eye for Gamers with Impairments (Universal AI Aim Aligner - ONNX/YOLOv8 - C#)
https://github.com/marticliment/WingetUI,"10,142",WingetUI: The Graphical Interface for your package managers. Could be terribly described as a package manager manager to manage your package managers
https://github.com/nilaoda/N_m3u8DL-RE,"3,836","Cross-Platform, modern and powerful stream downloader for MPD/M3U8/ISM. English/简体中文/繁體中文."
https://github.com/microsoft/devhome,"3,458",The new Dev Home experience for Windows!
https://github.com/CommunityToolkit/Maui,"2,129","The .NET MAUI Community Toolkit is a community-created library that contains .NET MAUI Extensions, Advanced UI/UX Controls, and Behaviors to help make your life as a .NET MAUI developer easier"
https://github.com/sourcegit-scm/sourcegit,588,Windows/macOS/Linux GUI client for GIT users
https://github.com/open-telemetry/opentelemetry-dotnet,"3,072",The OpenTelemetry .NET Client
https://github.com/BenGrn/EldenRingSaveCopier,393,
https://github.com/dotnet/aspnetcore,"34,777","ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux."
https://github.com/Stability-AI/StableSwarmUI,"4,039","StableSwarmUI, A Modular Stable Diffusion Web-User-Interface, with an emphasis on making powertools easily accessible, high performance, and extensibility."
https://github.com/files-community/Files,"32,871",Building the best file manager for Windows
https://github.com/2dust/v2rayN,"63,833","A GUI client for Windows, support Xray core and v2fly core and others"
https://github.com/space-wizards/space-station-14,"2,109",A multiplayer game about paranoia and chaos on a space station. Remake of the cult-classic Space Station 13.
https://github.com/fullstackhero/dotnet-starter-kit,"4,377","Production Grade Cloud-Ready .NET 8 Starter Kit (Web API + Blazor Client) with Multitenancy Support, and Clean/Modular Architecture that saves roughly 200+ Development Hours! All Batteries Included."
https://github.com/microsoft/semantic-kernel,"20,053",Integrate cutting-edge LLM technology quickly and easily into your apps
https://github.com/lepoco/wpfui,"6,988","WPF UI provides the Fluent experience in your known and loved WPF framework. Intuitive design, themes, navigation and new immersive controls. All natively and effortlessly."
https://github.com/dotnet/eShop,"4,615",A reference .NET application implementing an eCommerce site
https://github.com/YSGStudyHards/DotNetGuide,"5,651",🌈【C#/.NET/.NET Core学习、工作、面试指南】记录、收集和总结C#/.NET/.NET Core基础知识、学习路线、开发实战、编程技巧练习、学习视频、文章、书籍、项目框架、社区组织、开发必备工具、常见面试题、面试须知、简历模板、以及自己在学习和工作中的一些微薄见解。希望能和大家一起学习，共同进步。如果本知识库能为您提供帮助，别忘了给予支持哦(关注、点赞、分享)💖。
https://github.com/bitwarden/server,"14,686","Bitwarden infrastructure/backend (API, database, Docker, etc)."
https://github.com/BornToBeRoot/NETworkManager,"5,636",A powerful tool for managing networks and troubleshoot network problems!
https://github.com/nomi-san/parsec-vdd,"1,583",✨ Perfect 4K@240Hz Virtual Display
https://github.com/AvaloniaUI/Avalonia,"24,510","Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology"
https://github.com/shaked6540/YoutubePlaylistDownloader,"1,230","A tool to download whole playlists, channels or single videos from youtube and also optionally convert them to almost any format you would like"
https://github.com/microsoft/WinUI-Gallery,"2,639",This app demonstrates the controls available in WinUI and the Fluent Design System.
https://github.com/srwi/EverythingToolbar,"8,306",Everything integration for the Windows taskbar.
https://github.com/Azure/azure-sdk-for-net,"5,130",This repository is for active development of the Azure SDK for .NET. For consumers of the SDK we recommend visiting our public developer docs athttps://learn.microsoft.com/dotnet/azure/or our versioned developer docs athttps://azure.github.io/azure-sdk-for-net.
https://github.com/actions/runner,"4,640",The Runner for GitHub Actions 🚀
https://github.com/dotnet/aspire-samples,543,
https://github.com/wmjordan/PDFPatcher,"8,841",PDF补丁丁——PDF工具箱，可以编辑书签、剪裁旋转页面、解除限制、提取或合并文档，探查文档结构，提取图片、转成图片等等
https://github.com/PowerShell/PowerShell,"43,971",PowerShell for every system!
https://github.com/Klocman/Bulk-Crap-Uninstaller,"10,382",Remove large amounts of unwanted applications quickly.
https://github.com/dotnet/aspire,"3,346","An opinionated, cloud ready stack for building observable, production ready, distributed applications in .NET"
https://github.com/Tyrrrz/YoutubeDownloader,"7,168",Downloads videos and playlists from YouTube
https://github.com/pedroslopez/whatsapp-web.js,"14,154",A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app
https://github.com/Koenkk/zigbee2mqtt,"11,368","Zigbee 🐝 to MQTT bridge 🌉, get rid of your proprietary Zigbee bridges 🔨"
https://github.com/TheOdinProject/curriculum,"9,064",The open curriculum for learning web development
https://github.com/overleaf/overleaf,"12,976",A web-based collaborative LaTeX editor
https://github.com/wg-easy/wg-easy,"12,626",The easiest way to run WireGuard VPN + Web-based Admin UI.
https://github.com/soumyajit4419/Portfolio,"3,953",My self coded personal website build with React.js
https://github.com/SillyTavern/SillyTavern,"6,700",LLM Frontend for Power Users.
https://github.com/mattboldt/typed.js,"14,987",A JavaScript Typing Animation Library
https://github.com/antfu/vscode-file-nesting-config,"2,796",Config of File Nesting for VS Code
https://github.com/kkevsekk1/AutoX,"6,621","A UiAutomator on android, does not need root access(安卓平台上的JavaScript自动化工具)"
https://github.com/mrdoob/three.js,"100,227",JavaScript 3D Library.
https://github.com/pythongosssss/ComfyUI-Custom-Scripts,"1,349","Enhancements & experiments for ComfyUI, mostly focusing on UI features"
https://github.com/beefproject/beef,"9,518",The Browser Exploitation Framework Project
https://github.com/ether/etherpad-lite,"16,119",Etherpad: A modern really-real-time collaborative document editor.
https://github.com/openwrt/luci,"6,061",LuCI - OpenWrt Configuration Interface
https://github.com/twbs/icons,"7,237",Official open source SVG icon library for Bootstrap.
https://github.com/facebook/create-react-app,"102,177",Set up a modern web app by running one command.
https://github.com/nodejs/node,"105,038",Node.js JavaScript runtime ✨🐢🚀✨
https://github.com/OpenCTI-Platform/opencti,"5,126",Open Cyber Threat Intelligence Platform
https://github.com/sampotts/plyr,"25,973","A simple HTML5, YouTube and Vimeo player"
https://github.com/SuhailTechInfo/Suhail-Md,"3,480","meet Suhail-Md, Your All-in-One WhatsApp Excitement Buddy! Enjoy a thrilling messaging experience like never before. Suhail-Md brings a world of excitement and joy to your chats ✨🤖"
https://github.com/CesiumGS/cesium,"12,358",An open-source JavaScript library for world-class 3D globes and maps 🌎
https://github.com/ciiiii/cloudflare-docker-proxy,819,A docker registry proxy run on cloudflare worker.
https://github.com/liriliri/eruda,"18,027",Console for mobile browsers
https://github.com/vercel/next.js,"122,606",The React Framework
https://github.com/node-red/node-red,"18,978",Low-code programming for event-driven applications
https://github.com/pmndrs/drei,"7,800",🥉 useful helpers for react-three-fiber
https://github.com/tangly1024/NotionNext,"6,503","使用 NextJS + Notion API 实现的，支持多种部署方案的静态博客，无需服务器、零门槛搭建网站，为Notion和所有创作者设计。 (A static blog built with NextJS and Notion API, supporting multiple deployment options. No server required, zero threshold to set up a website. Designed for Notion and all creators.)"
https://github.com/eslint/eslint,"24,572",Find and fix problems in your JavaScript code.
https://github.com/sveltejs/svelte,"77,395",Cybernetically enhanced web apps
https://github.com/expressjs/express,"64,288","Fast, unopinionated, minimalist web framework for node."
https://github.com/songquanpeng/one-api,"15,969","OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2 & Gemini、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问、360 智脑以及腾讯混元，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI."
https://github.com/cuixueshe/earthworm,"4,031",Learning English through the method of constructing sentences with conjunctions
https://github.com/xenova/transformers.js,"9,843","State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!"
https://github.com/iptv-org/iptv,"80,809",Collection of publicly available IPTV channels from all over the world
https://github.com/gchq/CyberChef,"27,157","The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis"
https://github.com/bigskysoftware/htmx,"35,048",</> htmx - high power tools for HTML
https://github.com/Asabeneh/30-Days-Of-JavaScript,"41,635","30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days, please just follow your own pace. These videos may help too:https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw"
https://github.com/blackmatrix7/ios_rule_script,"16,219",分流规则、重写写规则及脚本。
https://github.com/ltdrdata/ComfyUI-Manager,"4,523","ComfyUI-Manager is an extension designed to enhance the usability of ComfyUI. It offers management functions to install, remove, disable, and enable various custom nodes of ComfyUI. Furthermore, this extension provides a hub feature and convenience functions to access a wide range of information within ComfyUI."
https://github.com/LeCoupa/awesome-cheatsheets,"38,383","👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file."
https://github.com/gorhill/uBlock,"44,404",uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.
https://github.com/langflow-ai/langflow,"19,846","⛓️ Langflow is a visual framework for building multi-agent and RAG applications. It's open-source, Python-powered, fully customizable, model and vector store agnostic."
https://github.com/TheRealJoelmatic/RemoveAdblockThing,"5,893","The intrusive ""Ad blocker are not allowed on YouTube"" message is annoying. This open-source project aims to address this issue by providing a solution to bypass YouTube's ad blocker detection"
https://github.com/UnblockNeteaseMusic/server,"5,924",Revive unavailable songs for Netease Cloud Music (Refactored & Enhanced version)
https://github.com/DataDog/documentation,418,The source for Datadog's documentation site.
https://github.com/sudheerj/reactjs-interview-questions,"37,750",List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!
https://github.com/remoteintech/remote-jobs,"28,226",A list of semi to fully remote-friendly companies (jobs) in tech.
https://github.com/4ian/GDevelop,"7,364","🎮 Open-source, cross-platform game engine designed to be used by everyone."
https://github.com/projectdiscovery/nuclei-templates,"8,403",Community curated list of templates for the nuclei engine to find security vulnerabilities.
https://github.com/fabricjs/fabric.js,"28,014","Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser"
https://github.com/simple-icons/simple-icons,"18,609",SVG icons for popular brands
