url,stars,description
https://github.com/Asabeneh/30-Days-Of-React,"24,608",30 Days of React challenge is a step by step guide to learn React in 30 days. These videos may help too:https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw
https://github.com/AIGODLIKE/AIGODLIKE-ComfyUI-Translation,984,"A plugin for multilingual translation of ComfyUI，This plugin implements translation of resident menu bar/search bar/right-click context menu/node, etc"
https://github.com/layui/layui,"29,238",一套遵循原生态开发模式的 Web UI 组件库，采用自身轻量级模块化规范，易上手，可以更简单快速地构建网页界面。
https://github.com/jgraph/drawio-desktop,"47,837",Official electron build of draw.io
https://github.com/apache/dubbo,"40,196",The java implementation of Apache Dubbo. An RPC and microservice framework.
https://github.com/devopshydclub/vprofile-project,"2,134",
https://github.com/in28minutes/master-spring-and-spring-boot,"1,150",Spring and Spring Boot Tutorial For Absolute Beginners - 10-in-1 - Spring to Spring Boot to REST API to Full Stack to Containers to Cloud
https://github.com/apache/hudi,"5,182","Upserts, Deletes And Incremental Processing on Big Data."
https://github.com/apache/shardingsphere,"19,596","Distributed SQL transaction & query engine for data sharding, scaling, encryption, and more - on any database."
https://github.com/Azure/azure-sdk-for-java,"2,246",This repository is for active development of the Azure SDK for Java. For consumers of the SDK we recommend visiting our public developer docs athttps://docs.microsoft.com/java/azure/or our versioned developer docs athttps://azure.github.io/azure-sdk-for-java.
https://github.com/hibernate/hibernate-orm,"5,809",Hibernate's core Object/Relational Mapping functionality
https://github.com/Snailclimb/JavaGuide,"144,491",「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
https://github.com/apache/flink,"23,451",Apache Flink
https://github.com/google/ExoPlayer,"21,599",An extensible media player for Android
https://github.com/signalapp/Signal-Android,"25,141",A private messenger for Android.
https://github.com/iluwatar/java-design-patterns,"88,188",Design patterns implemented in Java
https://github.com/androidx/media,"1,333","Jetpack Media3 support libraries for media use cases, including ExoPlayer, an extensible media player for Android"
https://github.com/apache/pulsar,"13,926",Apache Pulsar - distributed pub-sub messaging system
https://github.com/ChrisTitusTech/winutil,"15,368","Chris Titus Tech's Windows Utility - Install Programs, Tweaks, Fixes, and Updates"
https://github.com/shadcn-ui/ui,"62,447",Beautifully designed components that you can copy and paste into your apps. Accessible. Customizable. Open Source.
https://github.com/pointfreeco/swift-composable-architecture,"11,822","A library for building applications in a consistent and understandable way, with composition, testing, and ergonomics in mind."
https://github.com/ray-project/kuberay,925,A toolkit to run Ray applications on Kubernetes
https://github.com/Lissy93/web-check,"20,554",🕵️‍♂️ All-in-one OSINT tool for analysing any website
https://github.com/modelscope/DiffSynth-Studio,"4,985",Enjoy the magic of Diffusion models!
https://github.com/microsoft/sample-app-aoai-chatGPT,"1,375","Sample code for a simple web chat experience through Azure OpenAI, including Azure OpenAI On Your Data."
https://github.com/VinciGit00/Scrapegraph-ai,"12,426",Python scraper based on AI
https://github.com/harry0703/MoneyPrinterTurbo,"14,190",利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
https://github.com/NVIDIA/NeMo,"10,789","A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)"
https://github.com/yzhao062/pyod,"8,219",A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection)
https://github.com/ShishirPatil/gorilla,"10,626",Gorilla: An API store for LLMs
https://github.com/modelscope/FunASR,"4,437","A Fundamental End-to-End Speech Recognition Toolkit and Open Source SOTA Pretrained Models, Supporting Speech Recognition, Voice Activity Detection, Text Post-processing etc."
https://github.com/NUS-HPC-AI-Lab/OpenDiT,"1,197","OpenDiT: An Easy, Fast and Memory-Efficient System for DiT Training and Inference"
https://github.com/microsoft/UFO,"6,183",A UI-Focused Agent for Windows OS Interaction.
https://github.com/simonw/llm,"3,415",Access large language models from the command-line
https://github.com/paul-gauthier/aider,"12,465",aider is AI pair programming in your terminal
https://github.com/wazuh/wazuh,"9,599",Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.
https://github.com/valkey-io/valkey,"14,507","A new project to resume development on the formerly open-source Redis project. We're calling it Valkey, since it's a twist on the key-value datastore."
https://github.com/sonic-net/sonic-buildimage,696,Scripts which perform an installable binary image build for SONiC
https://github.com/fluent/fluent-bit,"5,510","Fast and Lightweight Logs and Metrics processor for Linux, BSD, OSX and Windows"
https://github.com/arthenica/ffmpeg-kit,"3,970","FFmpeg Kit for applications. Supports Android, Flutter, iOS, Linux, macOS, React Native and tvOS. Supersedes MobileFFmpeg, flutter_ffmpeg and react-native-ffmpeg."
https://github.com/OISF/suricata,"4,235","Suricata is a network Intrusion Detection System, Intrusion Prevention System and Network Security Monitoring engine developed by the OISF and the Suricata community."
https://github.com/apache/nuttx,"2,479","Apache NuttX is a mature, real-time embedded operating system (RTOS)"
https://github.com/confluentinc/librdkafka,"7,365",The Apache Kafka C/C++ library
https://github.com/microsoft/mimalloc,"9,712",mimalloc is a compact general purpose allocator with excellent performance.
https://github.com/ffmpegwasm/ffmpeg.wasm,"13,419","FFmpeg for browser, powered by WebAssembly"
https://github.com/EpicGamesExt/raddebugger,"3,068","A native, user-mode, multi-process, graphical debugger."
https://github.com/MrForExample/ComfyUI-3D-Pack,"1,701","An extensive node suite that enables ComfyUI to process 3D inputs (Mesh & UV Texture, etc) using cutting edge algorithms (3DGS, NeRF, etc.)"
https://github.com/bytecodealliance/wasm-micro-runtime,"4,648",WebAssembly Micro Runtime (WAMR)
https://github.com/jqlang/jq,"29,510",Command-line JSON processor
https://github.com/redcanaryco/atomic-red-team,"9,317",Small and highly portable detection tests based on MITRE's ATT&CK.
https://github.com/zhuzichu520/FluentUI,"3,096",FluentUI for QML
https://github.com/google/gemma.cpp,"5,705","lightweight, standalone C++ inference engine for Google's Gemma models."
https://github.com/facebookincubator/velox,"3,267",A C++ vectorized database acceleration library aimed to optimizing query engines and data processing systems.
https://github.com/google/googletest,"33,646",GoogleTest - Google Testing and Mocking Framework
https://github.com/libcpr/cpr,"6,285","C++ Requests: Curl for People, a spiritual port of Python Requests."
https://github.com/gabime/spdlog,"22,907",Fast C++ logging library.
https://github.com/cocos/cocos-engine,"5,486","Cocos simplifies game creation and distribution with Cocos Creator, a free, open-source, cross-platform game engine. Empowering millions of developers to create high-performance, engaging 2D/3D games and instant web entertainment."
https://github.com/facebook/rocksdb,"27,803","A library that provides an embeddable, persistent key-value store for fast storage."
https://github.com/Mozilla-Ocho/llamafile,"16,715",Distribute and run LLMs with a single file.
https://github.com/microsoft/onnxruntime-genai,287,Generative AI extensions for onnxruntime
https://github.com/IntelRealSense/librealsense,"7,424",Intel® RealSense™ SDK
https://github.com/openxla/xla,"2,382","A machine learning compiler for GPUs, CPUs, and ML accelerators"
https://github.com/google/flatbuffers,"22,499",FlatBuffers: Memory Efficient Serialization Library
https://github.com/PCSX2/pcsx2,"10,603",PCSX2 - The Playstation 2 Emulator
https://github.com/catchorg/Catch2,"18,214","A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)"
https://github.com/bitcoin/bitcoin,"77,011",Bitcoin Core integration/staging tree
https://github.com/ArthurSonzogni/FTXUI,"6,409",💻 C++ Functional Terminal User Interface. ❤️
https://github.com/topjohnwu/Magisk,"45,382",The Magic Mask for Android
https://github.com/ossrs/srs,"24,704","SRS is a simple, high-efficiency, real-time video server supporting RTMP, WebRTC, HLS, HTTP-FLV, SRT, MPEG-DASH, and GB28181."
https://github.com/MAZHARMIK/Interview_DS_Algo,"1,299",Super Repository for Coding Interview Preperation
https://github.com/apache/datafusion,"5,470",Apache DataFusion SQL Query Engine
https://github.com/stacks-network/stacks-core,"2,999",The Stacks blockchain implementation
https://github.com/orhun/git-cliff,"8,127",A highly customizable Changelog Generator that follows Conventional Commit specifications ⛰️
https://github.com/rust-lang/book,"14,543",The Rust Programming Language
https://github.com/openobserve/openobserve,"10,190","🚀 10x easier, 🚀 140x lower storage cost, 🚀 high performance, 🚀 petabyte scale - Elasticsearch/Splunk/Datadog alternative for 🚀 (logs, metrics, traces, RUM, Error tracking, Session replay)."
https://github.com/huggingface/candle,"14,215",Minimalist ML framework for Rust
https://github.com/HigherOrderCO/Bend,"16,620","A massively parallel, high-level programming language"
https://github.com/embassy-rs/embassy,"4,777","Modern embedded framework, using Rust and async."
https://github.com/juspay/hyperswitch,"11,009","An open source payments switch written in Rust to make payments fast, reliable and affordable"
https://github.com/libp2p/rust-libp2p,"4,278",The Rust Implementation of the libp2p networking stack.
https://github.com/tokio-rs/tokio,"25,329","A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ..."
https://github.com/volta-cli/volta,"10,271",Volta: JS Toolchains as Code. ⚡
https://github.com/getzola/zola,"12,940",A fast static site generator in a single binary with everything built-in.https://www.getzola.org
https://github.com/cloud-hypervisor/cloud-hypervisor,"3,725","A Virtual Machine Monitor for modern Cloud workloads. Features include CPU, memory and device hotplug, support for running Windows and Linux guests, device offload with vhost-user and a minimal compact footprint. Written in Rust with a strong focus on security."
https://github.com/influxdata/influxdb,"28,159","Scalable datastore for metrics, events, and real-time analytics"
https://github.com/Schniz/fnm,"16,356","🚀 Fast and simple Node.js version manager, built in Rust"
https://github.com/bottlerocket-os/bottlerocket,"8,387",An operating system designed for hosting containers
https://github.com/alvr-org/ALVR,"4,991",Stream VR games from your PC to your headset via Wi-Fi
https://github.com/foundry-rs/foundry,"7,850","Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust."
https://github.com/dani-garcia/vaultwarden,"34,578","Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs"
https://github.com/Anxcye/anx-reader,"1,051",An e-book reader written using Flutter. 使用Flutter编写的电子书阅读器
https://github.com/mitesh77/Best-Flutter-UI-Templates,"19,904",completely free for everyone. Its build-in Flutter Dart.
https://github.com/aws-amplify/amplify-flutter,"1,298",A declarative library with an easy-to-use interface for building Flutter applications on AWS.
https://github.com/dart-lang/site-www,935,Source for Dart website
https://github.com/flame-engine/flame,"8,962",A Flutter based game engine.
https://github.com/felangel/bloc,"11,523",A predictable state management library that helps implement the BLoC design pattern
https://github.com/flutter/website,"2,742",Flutter documentation web site
https://github.com/deckerst/aves,"2,152","Aves is a gallery and metadata explorer app, built for Android with Flutter."
https://github.com/cfug/dio,"12,339","A powerful HTTP client for Dart and Flutter, which supports global settings, Interceptors, FormData, aborting and canceling a request, files uploading and downloading, requests timeout, custom adapters, etc."
https://github.com/dotnet/maui,"21,815",".NET MAUI is the .NET Multi-platform App UI, a framework for building native device applications spanning mobile, tablet, and desktop."
https://github.com/codebude/QRCoder,"4,401",A pure C# Open Source QR Code implementation
https://github.com/microsoft/fluentui-blazor,"3,457",Microsoft Fluent UI Blazor components library. For use with ASP.NET Core Blazor applications
https://github.com/radzenhq/radzen-blazor,"3,310","Radzen Blazor is a set of 70+ free native Blazor UI components packed with DataGrid, Scheduler, Charts and robust theming including Material design and FluentUI."
https://github.com/ShareX/ShareX,"28,423","ShareX is a free and open source program that lets you capture or record any area of your screen and share it with a single press of a key. It also allows uploading images, text or other types of files to many supported destinations you can choose from."
https://github.com/microsoft/kiota,"2,428",OpenAPI based HTTP Client code generator
https://github.com/dotnet/maui-samples,"2,958",Samples for .NET Multi-Platform App UI (.NET MAUI)
https://github.com/BeyondDimension/SteamTools,"18,710",🛠「Watt Toolkit」是一个开源跨平台的多功能 Steam 工具箱。
https://github.com/MudBlazor/MudBlazor,"7,463",Blazor Component Library based on Material design with an emphasis on ease of use. Mainly written in C# with Javascript kept to a bare minimum it empowers .NET developers to easily debug it if needed.
https://github.com/abpframework/abp,"12,453","Open-source web application framework for ASP.NET Core! Offers an opinionated architecture to build enterprise software solutions with best practices on top of the .NET. Provides the fundamental infrastructure, cross-cutting-concern implementations, startup templates, application modules, UI themes, tooling and documentation."
https://github.com/rocksdanister/lively,"14,296",Free and open-source software that allows users to set animated desktop wallpapers and screensavers powered by WinUI 3.
https://github.com/OpenZeppelin/openzeppelin-contracts,"24,430",OpenZeppelin Contracts is a library for secure smart contract development.
https://github.com/plankanban/planka,"7,174",The realtime kanban board for workgroups built with React and Redux.
https://github.com/max32002/tixcraft_bot,"2,276",MaxBot open source code bot
https://github.com/ToolJet/ToolJet,"28,075","Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀"
https://github.com/timqian/chinese-independent-blogs,"19,236",中文独立博客列表
https://github.com/badges/shields,"22,938","Concise, consistent, and legible badges in SVG and raster format"
https://github.com/smallfawn/QLScriptPublic,"1,771",青龙面板脚本公共仓库 新群 551674817 密码888 元梦之星
https://github.com/microsoft/monaco-editor,"38,973",A browser based code editor
https://github.com/adrianhajdin/project_3D_developer_portfolio,"5,403",The most impressive websites in the world use 3D graphics and animations to bring their content to life. Learn how to build your own ThreeJS 3D Developer Portfolio today!
https://github.com/blueedgetechno/win11React,"8,953",Windows 11 in React 💻🌈⚡
https://github.com/amzn/style-dictionary,"3,724",A build system for creating cross-platform styles.
https://github.com/zloirock/core-js,"24,109",Standard Library
https://github.com/HumanSignal/label-studio,"17,249",Label Studio is a multi-type data labeling and annotation tool with standardized output format
https://github.com/fchollet/ARC-AGI,"2,907",The Abstraction and Reasoning Corpus
https://github.com/CodeWithHarry/Sigma-Web-Dev-Course,"4,878",Source Code for Sigma Web Development Course
https://github.com/sveltejs/kit,"18,076","web development, streamlined"
https://github.com/Neet-Nestor/Telegram-Media-Downloader,"1,025",A script allowing you to download images and videos from Telegram web even if the group restricts downloading.
https://github.com/poteto/hiring-without-whiteboards,"42,818",⭐️ Companies that don't have a broken hiring process
https://github.com/real-logic/aeron,"7,146","Efficient reliable UDP unicast, UDP multicast, and IPC message transport"
https://github.com/trinodb/trino,"9,832","Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)"
https://github.com/OpenAPITools/openapi-generator,"20,515","OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)"
https://github.com/quarkusio/quarkus,"13,340",Quarkus: Supersonic Subatomic Java.
https://github.com/kdn251/interviews,"62,642",Everything you need to know to get the job.
https://github.com/ReactiveX/RxJava,"47,756",RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.
https://github.com/libgdx/libgdx,"22,925",Desktop/Android/HTML5/iOS Java game development framework
https://github.com/apache/flink-cdc,"5,448",Flink CDC is a streaming data integration tool
https://github.com/mybatis/mybatis-3,"19,530",MyBatis SQL mapper framework for Java
https://github.com/GoogleCloudPlatform/spring-cloud-gcp,394,New home for Spring Cloud GCP development starting with version 2.0.
https://github.com/awsdocs/aws-doc-sdk-examples,"9,148","Welcome to the AWS Code Examples Repository. This repo contains code examples used in the AWS documentation, AWS SDK Developer Guides, and more. For more information, see the Readme.md file below."
https://github.com/grpc/grpc-java,"11,245",The Java gRPC implementation. HTTP/2 based RPC
https://github.com/halo-dev/halo,"32,397",强大易用的开源建站工具。
https://github.com/xuxueli/xxl-job,"26,919",A distributed task scheduling framework.（分布式任务调度平台XXL-JOB）
https://github.com/DataDog/dd-trace-java,549,Datadog APM client for Java
https://github.com/itwanger/toBeBetterJavaer,"12,405",一份通俗易懂、风趣幽默的Java学习指南，内容涵盖Java基础、Java并发编程、Java虚拟机、Java企业级开发、Java面试等核心知识点。学Java，就认准二哥的Java进阶之路😄
https://github.com/microg/GmsCore,"7,463",Free implementation of Play Services
https://github.com/elastic/elasticsearch,"68,497","Free and Open, Distributed, RESTful Search Engine"
https://github.com/spring-projects/spring-ai,"2,467",An Application Framework for AI Engineering
https://github.com/LawnchairLauncher/lawnchair,"8,807",No clever tagline needed.
https://github.com/FabricMC/fabric-example-mod,"1,557",Example Fabric mod
https://github.com/alibaba/fastjson2,"3,548",🚄 FASTJSON2 is a Java JSON library with excellent performance.
https://github.com/openjdk/jdk,"18,863",JDK main-line developmenthttps://openjdk.org/projects/jdk
https://github.com/tigerbeetle/tigerbeetle,"7,840",The distributed financial transactions database designed for mission critical safety and performance.
https://github.com/mrdbourke/pytorch-deep-learning,"8,799",Materials for the Learn PyTorch for Deep Learning: Zero to Mastery course.
https://github.com/neovim/neovim,"79,572",Vim-fork focused on extensibility and usability
https://github.com/EbookFoundation/free-programming-books,"325,371",📚 Freely available programming books
https://github.com/danny-avila/LibreChat,"15,058","Enhanced ChatGPT Clone: Features OpenAI, Assistants API, Azure, Groq, GPT-4 Vision, Mistral, Bing, Anthropic, OpenRouter, Vertex AI, Gemini, AI model switching, message search, langchain, DALL-E-3, ChatGPT Plugins, OpenAI Functions, Secure Multi-User System, Presets, completely open-source for self-hosting. More features in development"
https://github.com/snipe/snipe-it,"10,263",A free open source IT asset/license management system
https://github.com/ZuodaoTech/everyone-can-use-english,"21,027",人人都能用英语
https://github.com/mehdihadeli/awesome-software-architecture,"6,525","🚀 A curated list of awesome articles, videos, and other resources to learn and practice software architecture, patterns, and principles."
https://github.com/mayneyao/eidos,"1,193",Offline alternative to Notion. Eidos is an extensible framework for managing your personal data throughout your lifetime in one place.
https://github.com/coollabsio/coolify,"25,883",An open-source & self-hostable Heroku / Netlify / Vercel alternative.
https://github.com/codecrafters-io/build-your-own-x,"280,435",Master programming by recreating your favorite technologies from scratch.
https://github.com/LazyVim/LazyVim,"15,241",Neovim config for the lazy
https://github.com/JanDeDobbeleer/oh-my-posh,"15,716",The most customisable and low-latency cross platform/shell prompt renderer
https://github.com/microsoft/generative-ai-for-beginners,"49,949","18 Lessons, Get Started Building with Generative AI 🔗https://microsoft.github.io/generative-ai-for-beginners/"
https://github.com/dortania/OpenCore-Legacy-Patcher,"11,530",Experience macOS just like before
https://github.com/yt-dlp/yt-dlp,"75,604",A feature-rich command-line audio/video downloader
https://github.com/mategol/PySilon-malware,627,"Advanced RAT written in Python language, fully controllable through Discord with dedicated GUI builder to make preparation easier."
https://github.com/xtekky/gpt4free,"59,006",The official gpt4free repository | various collection of powerful language models
https://github.com/abi/screenshot-to-code,"54,290",Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue)
https://github.com/joaomdmoura/crewAI,"16,664","Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks."
https://github.com/tinygrad/tinygrad,"24,952",You like pytorch? You like micrograd? You love tinygrad! ❤️
https://github.com/public-apis/public-apis,"297,121",A collective list of free APIs
https://github.com/bkerler/mtkclient,"2,290",MTK reverse engineering and flash tool
https://github.com/ml-explore/mlx-examples,"5,487",Examples in the MLX framework
https://github.com/w-okada/voice-changer,"15,243",リアルタイムボイスチェンジャー Realtime Voice Changer
https://github.com/galaxyproject/galaxy,"1,338",Data intensive science for everyone.
https://github.com/sympy/sympy,"12,555",A computer algebra system written in pure Python
https://github.com/commaai/openpilot,"48,587",openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for 250+ supported car makes and models.
https://github.com/joaomdmoura/crewAI-examples,"2,156",
https://github.com/Asabeneh/30-Days-Of-Python,"34,559","30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days, follow your own pace. These videos may help too:https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw"
https://github.com/searxng/searxng,"10,590",SearXNG is a free internet metasearch engine which aggregates results from various search services and databases. Users are neither tracked nor profiled.
https://github.com/donnemartin/system-design-primer,"262,422",Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.
https://github.com/infiniflow/ragflow,"10,535",RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
https://github.com/snakers4/silero-vad,"3,275",Silero VAD: pre-trained enterprise-grade Voice Activity Detector
https://github.com/KurtBestor/Hitomi-Downloader,"20,849","🍰 Desktop utility to download images/videos/music/text from various websites, and more."
https://github.com/swisskyrepo/PayloadsAllTheThings,"58,111",A list of useful payloads and bypass for Web Application Security and Pentest/CTF
https://github.com/anthropics/anthropic-sdk-python,"1,090",
https://github.com/BerriAI/litellm,"10,138","Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker, HuggingFace, Replicate (100+ LLMs)"
https://github.com/odoo/odoo,"35,971",Odoo. Open Source Apps To Grow Your Business.
https://github.com/danielmiessler/fabric,"17,780",fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.
https://github.com/comfyanonymous/ComfyUI,"40,606","The most powerful and modular stable diffusion GUI, api and backend with a graph/nodes interface."
https://github.com/VikParuchuri/marker,"13,632",Convert PDF to markdown quickly with high accuracy
https://github.com/hpcaitech/Open-Sora,"19,940",Open-Sora: Democratizing Efficient Video Production for All
https://github.com/jianchang512/pyvideotrans,"7,620",Translate the video from one language to another and add dubbing. 将视频从一种语言翻译为另一种语言，并添加配音
https://github.com/OpenBMB/MiniCPM-V,"7,712",MiniCPM-Llama3-V 2.5: A GPT-4V Level Multimodal LLM on Your Phone
https://github.com/vanna-ai/vanna,"8,977",🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.
https://github.com/Doriandarko/maestro,"3,340",A framework for Claude Opus to intelligently orchestrate subagents.
https://github.com/roboflow/supervision,"17,047",We write your reusable computer vision tools. 💜
https://github.com/jackfrued/Python-100-Days,"152,158",Python - 100天从新手到大师
https://github.com/labmlai/annotated_deep_learning_paper_implementations,"51,067","🧑‍🏫 60 Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠"
https://github.com/LLaVA-VL/LLaVA-NeXT,987,
https://github.com/Stability-AI/stable-audio-tools,"2,223",Generative models for conditional audio generation
https://github.com/isaac-sim/IsaacLab,"1,482",Unified framework for robot learning built on NVIDIA Isaac Sim
https://github.com/home-assistant/core,"69,674",🏡 Open source home automation that puts local control and privacy first.
https://github.com/pygame/pygame,"7,128","🐍🎮 pygame (the library) is a Free and Open Source python programming language library for making multimedia applications like games built on top of the excellent SDL library. C, Python, Native, OpenGL."
https://github.com/qmk/qmk_firmware,"17,451",Open-source keyboard firmware for Atmel AVR and Arm USB families
https://github.com/libsdl-org/SDL,"8,670",Simple Directmedia Layer
https://github.com/DarkFlippers/unleashed-firmware,"15,709",Flipper Zero Unleashed Firmware
https://github.com/xmrig/xmrig,"8,481","RandomX, KawPow, CryptoNight and GhostRider unified CPU/GPU miner and RandomX benchmark"
https://github.com/ptitSeb/box64,"3,361","Box64 - Linux Userspace x86_64 Emulator with a twist, targeted at ARM64 Linux devices"
https://github.com/aws/s2n-tls,"4,461",An implementation of the TLS/SSL protocols
https://github.com/arendst/Tasmota,"21,688","Alternative firmware for ESP8266 and ESP32 based devices with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at"
https://github.com/melonDS-emu/melonDS,"2,980","DS emulator, sorta"
https://github.com/raysan5/raylib,"20,332",A simple and easy-to-use library to enjoy videogames programming
https://github.com/aircrack-ng/aircrack-ng,"4,981",WiFi security auditing tools suite
https://github.com/adafruit/Adafruit-GFX-Library,"2,318","Adafruit GFX graphics core Arduino library, this is the 'core' class that all our other graphics libraries derive from"
https://github.com/FluidSynth/fluidsynth,"1,753",Software synthesizer based on the SoundFont 2 specifications
https://github.com/fw876/helloworld,"3,516",
https://github.com/lz4/lz4,"9,401",Extremely Fast Compression algorithm
https://github.com/mgba-emu/mgba,"5,467",mGBA Game Boy Advance Emulator
https://github.com/bitcoin-core/secp256k1,"2,004",Optimized C library for EC operations on curve secp256k1
https://github.com/HandBrake/HandBrake,"16,334",HandBrake's main development repository
https://github.com/systemd/systemd,"12,793",The systemd System and Service Manager
https://github.com/valinet/ExplorerPatcher,"22,644",This project aims to enhance the working environment on Windows
https://github.com/kingToolbox/WindTerm,"21,440",A professional cross-platform SSH/Sftp/Shell/Telnet/Serial terminal.
https://github.com/libevent/libevent,"10,876",Event notification library
https://github.com/nanopb/nanopb,"4,159",Protocol Buffers with small code size
https://github.com/facebook/zstd,"22,747",Zstandard - Fast real-time compression algorithm
https://github.com/Bodmer/TFT_eSPI,"3,513","Arduino and PlatformIO IDE compatible TFT library optimised for the Raspberry Pi Pico (RP2040), STM32, ESP8266 and ESP32 that supports different driver chips"
https://github.com/mpv-player/mpv,"26,659",🎥 Command line video player
https://github.com/signalwire/freeswitch,"3,306","FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a versatile software implementation that runs on any commodity hardware. From a Raspberry PI to a multi-core server, FreeSWITCH can unlock the telecommunications potential of any device."
https://github.com/iovisor/bcc,"19,817","BCC - Tools for BPF-based Linux IO analysis, networking, monitoring, and more"
https://github.com/AlkaMotors/AM32-MultiRotor-ESC-firmware,732,Firmware for stm32f051 based speed controllers for use with mutirotors
https://github.com/pgbackrest/pgbackrest,"2,321",Reliable PostgreSQL Backup & Restore
https://github.com/nginx/njs,827,A subset of JavaScript language to use in nginx
https://github.com/portapack-mayhem/mayhem-firmware,"3,008",Custom firmware for the HackRF+PortaPack H1/H2
https://github.com/RT-Thread/rt-thread,"9,994",RT-Thread is an open source IoT real-time operating system (RTOS).
https://github.com/NVIDIA/open-gpu-kernel-modules,"14,166",NVIDIA Linux open GPU kernel module source
https://github.com/openssl/openssl,"24,844",TLS/SSL and crypto library
https://github.com/ventoy/Ventoy,"60,194",A new bootable USB solution.
https://github.com/netdata/netdata,"69,373",The open-source observability platform everyone needs!
https://github.com/Genymobile/scrcpy,"105,063",Display and control your Android device
https://github.com/brunodev85/winlator,"6,582",Android application for running Windows applications with Wine and Box86/Box64
https://github.com/tursodatabase/libsql,"8,553","libSQL is a fork of SQLite that is both Open Source, and Open Contributions."
https://github.com/jart/cosmopolitan,"17,157",build-once run-anywhere c library
https://github.com/obsproject/obs-studio,"57,140",OBS Studio - Free and open source software for live streaming and screen recording
https://github.com/yugabyte/yugabyte-db,"8,631",YugabyteDB - the cloud native distributed SQL database for mission-critical applications.
https://github.com/coolsnowwolf/lede,"29,126",Lean's LEDE source
https://github.com/espressif/esp-idf,"12,871",Espressif IoT Development Framework. Official development framework for Espressif SoCs.
https://github.com/zephyrproject-rtos/zephyr,"9,989","Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures."
https://github.com/moonlight-stream/moonlight-android,"3,487",GameStream client for Android
https://github.com/darktable-org/darktable,"9,052",darktable is an open source photography workflow application and raw developer
https://github.com/flipperdevices/flipperzero-firmware,"11,702",Flipper Zero firmware source code
https://github.com/ArtifexSoftware/mupdf,"1,208",mupdf mirror
https://github.com/acidanthera/OpenCorePkg,"12,993",OpenCore bootloader
https://github.com/opa334/Dopamine,"3,040",Dopamine is a semi-untethered jailbreak for iOS 15 and 16
https://github.com/SanderMertens/flecs,"5,814",A fast entity component system (ECS) for C & C++
https://github.com/pgvector/pgvector,"10,379",Open-source vector similarity search for Postgres
https://github.com/wolfpld/tracy,"8,463",Frame profiler
https://github.com/ocornut/imgui,"57,433",Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies
https://github.com/TrinityCore/TrinityCore,"9,250","TrinityCore Open Source MMO Framework (master = 10.2.7.55261, 3.3.5 = 3.3.5a.12340, wotlk_classic = 3.4.3.54261, cata classic = 4.4.0.55262)"
