lang,period,url,stars,description
all,daily,https://github.com/modelscope/DiffSynth-Studio,"3,118",Enjoy the magic of Diffusion models!
all,daily,https://github.com/niedev/RTranslator,"3,982",World's first open source real-time translation app for Android.
all,daily,https://github.com/ente-io/ente,"10,577","Fully open source, End to End Encrypted alternative to Google Photos and Apple Photos"
all,daily,https://github.com/EbookFoundation/free-programming-books,"324,820",📚 Freely available programming books
all,daily,https://github.com/cloudcommunity/Free-Certifications,"23,312",A curated list of free courses & certifications.
all,daily,https://github.com/jart/cosmopolitan,"16,835",build-once run-anywhere c library
all,daily,https://github.com/mehdihadeli/awesome-software-architecture,"5,335","🚀 A curated list of awesome articles, videos, and other resources to learn and practice software architecture, patterns, and principles."
all,daily,https://github.com/infiniflow/ragflow,"10,015",RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
all,daily,https://github.com/intuitem/ciso-assistant-community,694,"CISO Assistant is a one-stop-shop for GRC, covering Risk, AppSec and Audit Management and supporting +46 frameworks worldwide: NIST CSF, ISO 27001, SOC2, CIS, PCI DSS, NIS2, CMMC, PSPF, GDPR, HIPAA, Essential Eight, NYDFS-500, DORA, NIST AI RMF, 800-53, 800-171, CyFun, CJIS, AirCyber and so much more"
all,daily,https://github.com/folke/lazy.nvim,"12,740",💤 A modern plugin manager for Neovim
all,daily,https://github.com/Doriandarko/maestro,"2,931",A framework for Claude Opus to intelligently orchestrate subagents.
all,daily,https://github.com/codecrafters-io/build-your-own-x,"278,460",Master programming by recreating your favorite technologies from scratch.
all,weekly,https://github.com/danny-avila/LibreChat,"14,826","Enhanced ChatGPT Clone: Features OpenAI, Assistants API, Azure, Groq, GPT-4 Vision, Mistral, Bing, Anthropic, OpenRouter, Vertex AI, Gemini, AI model switching, message search, langchain, DALL-E-3, ChatGPT Plugins, OpenAI Functions, Secure Multi-User System, Presets, completely open-source for self-hosting. More features in development"
all,weekly,https://github.com/Anduin2017/HowToCook,"62,737",程序员在家做饭方法指南。Programmer's guide about how to cook at home (Simplified Chinese only).
all,weekly,https://github.com/hpcaitech/Open-Sora,"19,537",Open-Sora: Democratizing Efficient Video Production for All
all,weekly,https://github.com/tencentmusic/supersonic,"1,325",SuperSonic is the next-generation BI platform that integrates Chat BI (powered by LLM) and Headless BI (powered by semantic layer) paradigms.
all,weekly,https://github.com/omnivore-app/omnivore,"10,997","Omnivore is a complete, open source read-it-later solution for people who like reading."
all,weekly,https://github.com/sxyazi/yazi,"10,910","💥 Blazing fast terminal file manager written in Rust, based on async I/O."
